"ID incidence with coutry, demand, grp, same year"				frequency	Free status at the year	Govt. response	Violent govt res?	# of part.	Protestor Violence
Central African Republic	"political behavior, process"	"protestors, trade unionists, human rights advocates"	2006	1					
Central African Republic	"political behavior, process"	students and schoolchildren	1991	1					
Central African Republic	"political behavior, process"	university students	1997	1					
Central African Republic	removal of politician	"opposition groups, youths"	2000	2					
Central African Republic	removal of politician	People	2014	1					
Central African Republic	removal of politician	protesters	2015	2					
Central African Republic	removal of politician	residents	2013	3					
Central African Republic	removal of politician	Youths	1991	1					
Central African Republic	social restrictions	doctors	2011	1					
Central African Republic	social restrictions	women	2013	1					
Chad	labor wage dispute	students	2005	2					
Chad	labor wage dispute	students	2016	1					
Chad	"political behavior, process"	anti-government activists	2016	1					
Chad	"political behavior, process"	opposition	2016	2					
Chad	"political behavior, process"	opposition activists	2012	1					
Chad	"political behavior, process"	opposition supporters	2001	1					
Chad	"political behavior, process"	People	1992	1					
Chad	"political behavior, process"	People	1993	2					
Chad	"political behavior, process"	Soldiers	1992	1					
Chad	"political behavior, process"	student	2015	1					
Chad	"political behavior, process"	university students	1991	1					
Chad	"political behavior, process"	university students	1995	1					
Chad	"political behavior, process"	youth	2016	2					
Chile	labor wage dispute	airport workers	2009	1					
Chile	labor wage dispute	Contract workers at Chile's state-owned copper miner Codelco	2006	17					
Chile	labor wage dispute	doctors	1995	2					
Chile	labor wage dispute	Federation of Copper Workers	2011	1					
Chile	labor wage dispute	health workers	1996	1					
Chile	labor wage dispute	judicial employees	1994	1					
Chile	labor wage dispute	labor unions	2013	1					
Chile	labor wage dispute	mine workers	1994	10					
Chile	labor wage dispute	mine workers	1996	61					
Chile	labor wage dispute	miners	2015	1					
Chile	labor wage dispute	miners	2016	24					
Chile	labor wage dispute	national coal company (enacar) miners 	1994	1					
Chile	labor wage dispute	public transportation workers	1994	1					
Chile	labor wage dispute	"students, teachers, environmentalists and other miners"	2011	1					
Chile	labor wage dispute	teachers of the municipal sector	2009	58					
Chile	labor wage dispute	workers	2007	1					
Chile	labor wage dispute	workers	2016	32					
Chile	land farm issue	indigenous group	2014	1					
Chile	land farm issue	Movimiento por la Recuperaci??n del Agua y la Vida	2016	1					
Chile	"political behavior, process"	anti-Pinochet protestors	2001	1					
Chile	"political behavior, process"	army officers (in civil clothes)	1995	1					
Chile	"political behavior, process"	bus drivers	2002	2					
Chile	"political behavior, process"	Chileans	2006	1					
Chile	"political behavior, process"	Chileans 	1991	1					
Chile	"political behavior, process"	Chileans 	1992	1					
Chile	"political behavior, process"	Chileans 	2005	1					
Chile	"political behavior, process"	Chileans 	2007	1					
Chile	"political behavior, process"	"Chileans - members of left-wing political parties, human rights organisations and relatives of victims of repression"	1993	1					
Chile	"political behavior, process"	Chileans (a group representing the families of prisoners who disappeared during the dictatorship)	2004	1					
Chile	"political behavior, process"	Chileans (mostly Native Pehuenche people)	2002	1					
Chile	"political behavior, process"	Chileans (mostly public health workers)	2008	1					
Chile	"political behavior, process"	Chileans (mostly young)	1991	1					
Chile	"political behavior, process"	coal miners	1991	1					
Chile	"political behavior, process"	"doctors, hospital workers and public employees"	2002	1					
Chile	"political behavior, process"	"families of missing persons, Communist party members"	1993	1					
Chile	"political behavior, process"	farmers	1995	1					
Chile	"political behavior, process"	farmers	1996	1					
Chile	"political behavior, process"	fishermen	2016	368					
Chile	"political behavior, process"	high school and college students	2008	2					
Chile	"political behavior, process"	High school and university students	2013	1					
Chile	"political behavior, process"	high school students	2001	4					
Chile	"political behavior, process"	high school students	2007	1					
Chile	"political behavior, process"	high school students	2008	1					
Chile	"political behavior, process"	leftwing demonstrators	1992	1					
Chile	"political behavior, process"	leftwing demonstrators	1994	1					
Chile	"political behavior, process"	leftwing demonstrators	1995	1					
Chile	"political behavior, process"	leftwing demonstrators	1997	2					
Chile	"political behavior, process"	leftwing demonstrators	1998	2					
Chile	"political behavior, process"	leftwing demonstrators	2000	2					
Chile	"political behavior, process"	leftwing demonstrators	2001	1					
Chile	"political behavior, process"	leftwing demonstrators	2002	4					
Chile	"political behavior, process"	leftwing demonstrators	2003	3					
Chile	"political behavior, process"	leftwing demonstrators	2004	2					
Chile	"political behavior, process"	maritime and port workers	2000	1					
Chile	"political behavior, process"	Members of the National Assembly for Human Rights	1999	1					
Chile	"political behavior, process"	middle school students	2010	2					
Chile	"political behavior, process"	mine workers	1996	2					
Chile	"political behavior, process"	miners and supporters	1997	6					
Chile	"political behavior, process"	no transportation workers	1997	1					
Chile	"political behavior, process"	Pinochet supporters	2000	1					
Chile	"political behavior, process"	port workers	1999	3					
Chile	"political behavior, process"	protesters     	2016	1					
Chile	"political behavior, process"	public health workers	2002	1					
Chile	"political behavior, process"	public workers	2009	1					
Chile	"political behavior, process"	pupils & college students	2012	1					
Chile	"political behavior, process"	Rapa Nui people	2010	1					
Chile	"political behavior, process"	relatives of people arrested during the just-ended military regime	1990	1					
Chile	"political behavior, process"	Residents of Chiloe	2006	1					
Chile	"political behavior, process"	Santiago residents	1996	1					
Chile	"political behavior, process"	secondary school students	2006	2					
Chile	"political behavior, process"	"secondary school students, along with teachers and other school personnel"	2006	2					
Chile	"political behavior, process"	shopkeepers	1992	1					
Chile	"political behavior, process"	Social Movement for the Aysen Region	2012	1					
Chile	"political behavior, process"	Soldiers or Army units	1990	2					
Chile	"political behavior, process"	students	2006	2					
Chile	"political behavior, process"	students	2007	2					
Chile	"political behavior, process"	students	2008	2					
Chile	"political behavior, process"	students	2010	1					
Chile	"political behavior, process"	students 	2008	1					
Chile	"political behavior, process"	students and mine workers	1996	1					
Chile	"political behavior, process"	students and professors 	2008	1					
Chile	"political behavior, process"	students and teachers	2008	3					
Chile	"political behavior, process"	students and workers	2002	1					
Chile	"political behavior, process"	students and workers 	2003	1					
Chile	"political behavior, process"	students state universities and of faculties of the Catholic University	1998	1					
Chile	"political behavior, process"	"supporters of Chile's far-right political party, the Independent Democratic Union"	1991	1					
Chile	"political behavior, process"	taxi drivers	1997	1					
Chile	"political behavior, process"	teachers	1994	1					
Chile	"political behavior, process"	"teachers and health care workers, and secondary school students"	2006	1					
Chile	"political behavior, process"	"teachers, students and public officials"	2006	1					
Chile	"political behavior, process"	The Association of High School Students	2008	1					
Chile	"political behavior, process"	truckers	2000	1					
Chile	"political behavior, process"	union workers	1994	1					
Chile	"political behavior, process"	university students	1992	2					
Chile	"political behavior, process"	university students	1997	2					
Chile	"political behavior, process"	university students	1999	1					
Chile	"political behavior, process"	university students	2001	1					
Chile	"political behavior, process"	university students	2005	1					
Chile	"political behavior, process"	university students	2010	2					
Chile	"political behavior, process"	university students	2012	1					
Chile	"political behavior, process"	women; NiUnaMenos	2016	1					
Chile	"political behavior, process"	workers	1994	1					
Chile	"political behavior, process"	workers	2001	2					
Chile	"political behavior, process"	workers	2002	1					
Chile	"political behavior, process"	workers	2004	1					
Chile	"political behavior, process"	workers	2007	2					
Chile	"political behavior, process"	workers and students	2010	3					
Chile	"political behavior, process"	workers and youths	2006	1					
Chile	"political behavior, process"	"workers, health workers, school teachers, journalists and taxi drivers"	2003	1					
Chile	"political behavior, process"	"workers, students, demoonstrators, unions"	2011	3					
Chile	"political behavior, process"	youths	1996	1					
Chile	"political behavior, process"	youths	2006	1					
Chile	"political behavior, process"	youths	2009	1					
Chile	"political behavior, process"	youths linked to Independent Democratic Union Party	1994	1					
Chile	"price increases, tax policy"	students	2002	2					
Chile	"price increases, tax policy"	students	2011	1					
Chile	"price increases, tax policy"	transportation workers	1991	1					
Chile	"price increases, tax policy"	"university students, teachers, University of Chile Student Federation, demonstrators"	2011	193					
China	labor wage dispute	dismissed workers	2013	1					
China	labor wage dispute	garment workers	2005	1					
China	labor wage dispute	Longmay Group workers	2015	1					
China	labor wage dispute	Miners	2016	2					
China	labor wage dispute	No. 3 Yue Yuen factory complex workers	2014	1					
China	labor wage dispute	petroleum workers	2002	26					
China	labor wage dispute	retired miners	1990	1					
China	labor wage dispute	steel workers	2009	2					
China	labor wage dispute	taxi drivers	2008	1					
China	labor wage dispute	taxi drivers	2015	1					
China	labor wage dispute	teachers	2000	1					
China	labor wage dispute	teachers	2014	9					
China	labor wage dispute	Teachers	2016	1					
